Date,Close,High,Low,Open,Volume,RSI_14,RSX_14,STOCHk_14_3_3,STOCHd_14_3_3,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACDEXT_12_26_9,MACDEXTs_12_26_9,MACDEXTh_12_26_9,ROC_10,ROCP_10,MOM_10,TSI_13_25_13,TSIs_13_25_13,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,KST_10_15_20_30_10_10_10_15,KSTs_9,COPC_11_14_10,STOCHFk_5_3,STOCHFd_5_3,ADX_14,DMP_14,DMN_14,ADXR_14,AMATe_LR_8_21_2,AMATe_SR_8_21_2,DX_14,VTXP_14,VTXM_14,VHF_28,PMAX_E_10_3.0,TTM_TRND_6,QS_10,ATRr_14,NATR_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,DCL_20_20,DCM_20_20,DCU_20_20,UI_14,HVOL_20,MASSI_9_25,THERMO_20_2_0.5,THERMOma_20_2_0.5,THERMOl_20_2_0.5,THERMOs_20_2_0.5,TRUERANGE_1,PDIST,ABER_ZG_5_15,ABER_SG_5_15,ABER_XG_5_15,ABER_ATR_5_15,RVI_14,KCLe_20_2,KCBe_20_2,KCUe_20_2,OBV,AD,ADOSC_3_10,EFI_13,PVT,WAD,SMA_10,EMA_10,WMA_10,DEMA_10,TEMA_10,KAMA_10_2_30,ALMA_10_6.0_0.85,T3_10_0.7,TRIMA_10,LR_14,TSF_14,ZL_EMA_10,HMA_10,MAMA_0.5_0.05,FAMA_0.5_0.05,STDEV_30,VAR_30,MAD_30,QTL_30_0.5,MEDIAN_30,PCTRET_1,LOGRET_1,DD,DD_PCT,DD_LOG
2005-08-08,0.9618107080459596,0.9682233357887656,0.9553988004185652,0.9611697253165612,12247196,76.85483394447358,67.57555395803809,81.11078559418739,74.44126654333493,63.85170703541748,56.0173879324642,0.03242720905188645,0.0013639345750275783,0.031063274476858874,0.03242720905188645,0.031063274476858874,0.0013639345750275783,7.913612966347616,0.07913612966347616,0.07053232192993175,40.62655225922138,41.18039581717869,2.4407519677069494,-1.4933073121879081,3.9340592798948575,13821.714210716931,15247.614304869096,6.550527420839002,91.07064673140532,80.35675314536735,40.56412706984985,44.56384307396648,13.655062575604894,43.22006678672318,1,0,53.090624348740484,1.0833293602676572,0.8943089027444963,0.4411758875956529,0.8558575417888442,1,0.0027570653425788238,0.022198377418341218,2.327891545655317,0.9142414868947947,0.9402664303779602,0.9662913738611257,5.535653011179873,0.913915935724039,0.8502411474919848,0.9092322416403752,0.9682233357887656,3.4103001417111534,30.95177606008787,25.793652559871056,0.019236328647652456,0.018602835895546156,1,1,0.019236328647652456,0.037190806186450986,0.9393688202600515,0.9614515086047961,0.917286131915307,0.022082688344744562,61.22499684452248,0.8545475525319631,0.8995897435484169,0.9446319345648707,523030660.0,332294600.2660795,14820612.272099257,150018.32232829937,811465767.1468011,0.27892828568907413,0.9122457504272461,0.9233271617602039,0.9265329653566534,0.9463199675539435,0.9507462600084613,0.9214167013618659,0.8854311664419099,0.9201634738115754,0.9055807805723614,0.931967374256679,0.9348732252697368,0.9509152701590611,0.9551190959684775,0.9280960729161176,0.8759680148181259,0.05022568917256982,0.0025226198528595974,0.04132225513458255,0.8848662376403809,0.8848662376403809,0.01351304159946154,0.013422554710167671,0.0,0.0,0.0
2005-08-09,0.952193558216095,0.9938721751255432,0.942575292755674,0.9938721751255432,19463621,72.04595399323823,70.80179841876102,81.61216552569513,78.2891276020559,66.64503416610778,61.64160416453274,0.03272263718969115,0.0013274901702658229,0.03139514701942533,0.03272263718969115,0.03139514701942533,0.0013274901702658229,7.608756861969533,0.07608756861969533,0.06732732057571411,41.068837459140184,41.16445890888748,2.2781010635296677,-1.3247665730921518,3.6028676366218195,13464.958288245482,14843.448167843706,6.994424957921001,40.90954125680083,72.56482686026483,41.90265680617249,45.384430261247644,11.594126899221424,44.161785741468556,1,0,59.30354337836666,0.9667888851377635,0.8487063187769921,0.4557979841515375,0.8558575417888442,1,-0.002693178020786613,0.02427684205773609,2.7561804942878503,0.9198142223381935,0.9447550415992737,0.9696958608603539,5.2798488841849505,0.6491233415180747,0.8701189868695091,0.9319955809975261,0.9938721751255432,3.418978539189245,27.947786750655208,25.68455294420774,0.02564883933677753,0.019273883842330097,1,1,0.0512968823698694,0.09297661490987463,0.9482176088092681,0.972247910089021,0.9241873075295152,0.024030301279752884,51.78856422954427,0.8540763373838101,0.9045996306596243,0.9551229239354386,503567039.0,320129913.03945,9175625.344023645,101846.48208301385,792004083.2808574,0.23724966877962594,0.9189784824848175,0.9285755974794567,0.9337962031364441,0.9516820678082688,0.955396578072479,0.9287717952516934,0.8891896142375121,0.9247282750130172,0.9150563908947839,0.944315322807857,0.9488671860852085,0.9549949817571438,0.9628992009644556,0.9293009471811164,0.8773013381272007,0.048588239637301384,0.002360817031051825,0.038797285556793216,0.8848662376403809,0.8848662376403809,-0.00999900474117521,-0.010049330542062534,0.009617149829864613,0.00999900474117521,0.010049330542062508
2005-08-10,0.9361628890037536,0.9618105965530772,0.9361628890037536,0.95539868966895,21724642,64.77080344084406,70.8829590315263,70.58446977057199,77.76914029681816,54.72176767076822,61.739502957431164,0.03130239061189033,-7.420512602800133e-05,0.03137659573791833,0.03130239061189033,0.03137659573791833,-7.420512602800133e-05,6.181800506185608,0.06181800506185608,0.054502487182617076,39.15545558325809,40.87745843379757,2.217093142688579,-1.108619595146593,3.325712737835172,13064.454851547736,14423.85486312013,6.971432216766446,18.181829351778422,50.054005779994846,42.75378639658339,41.97338848262197,12.601836703429075,44.84034361707349,1,0,53.81847107192516,0.9980770852320586,0.9462584699947169,0.45579731822051855,0.8558575417888442,-1,-0.003654931348297907,0.024374761021420933,2.794881604907689,0.9228403863285907,0.9457809329032898,0.9687214794779889,4.851133233206109,0.29037021048696643,0.8701189868695091,0.9319955809975261,0.9938721751255432,3.491259962776327,28.442434546895278,25.66383860868471,0.03206157857246594,0.020491759530914463,1,1,0.025647707549323884,0.03526474588630679,0.9489870153456282,0.9731251437100192,0.9248488869812372,0.024138128364390953,43.89973007422801,0.8570088265763145,0.9076056552638272,0.9582024839513399,481842397.0,298405271.0394503,-880221.3396456242,37545.47754850627,755429529.0157567,0.21160196123030228,0.9244287312030792,0.9299551050293289,0.9369206406853415,0.9499890869300706,0.9505143775232758,0.9297693150576205,0.8975743405449971,0.9293874331307217,0.9236414531866709,0.9519731385367258,0.9576326615207799,0.9527368534191138,0.961090307946157,0.9296440442722482,0.8786099057808269,0.04530652505268537,0.0020526812123496073,0.03663997093836467,0.8848662376403809,0.8848662376403809,-0.01683551529415339,-0.016978843528942137,0.025647819042206033,0.02666618163808221,0.027028174071004663
2005-08-11,0.9400104880332948,0.9432160423077012,0.923338613326291,0.923338613326291,8441144,65.66692701542604,69.7836231772709,58.07001578609397,70.08888369412036,39.46267388081391,53.60982523922997,0.030139870388199208,-0.0009893802797752982,0.031129250667974506,0.030139870388199208,0.031129250667974506,-0.0009893802797752982,6.231930663324182,0.06231930663324183,0.05514425039291393,37.883370815994596,40.449731631254295,2.2067335615400006,-0.895183341036137,3.1019169025761375,12589.031244794453,13986.538160364847,7.5836763758260854,23.636796840707085,27.576055816428774,42.78560250759325,39.49580948387765,15.666239169671105,44.058342246758336,1,0,43.19921195072132,0.9748499461014906,0.9555119090816128,0.4549027356077384,0.8572447513768554,-1,-0.0012182844692687268,0.02405352301856304,2.694262384633897,0.9296536956318777,0.9478329300880433,0.9660121645442088,3.8359575573043,0.28485226994540835,0.8701189868695091,0.9319955809975261,0.9938721751255432,3.48461699912341,28.43574546341334,25.704549520761745,0.018594554245376038,0.020311073313244138,1,1,0.019877428981410428,0.035907258933279174,0.949927500879264,0.973781582618123,0.9260734191404051,0.023854081738858918,52.453061234310674,0.8611275697662345,0.9106918298133003,0.9602560898603661,490283541.0,304123875.2929482,-3094400.7805205584,36821.57182195078,758898811.7489337,0.2282738359373061,0.9299431562423706,0.9317833564845954,0.9397536873817444,0.9496706383213294,0.9483440305724908,0.9311647791929162,0.9096765769809254,0.9337573752389794,0.9311934560537338,0.957689198425838,0.9639039891106742,0.9487908744202707,0.9549141533447033,0.9301623664603005,0.8798987172978137,0.04374894200845303,0.0019139699268589862,0.03603581640455459,0.8864693641662598,0.8864693641662598,0.004109967479736021,0.0041015446339216855,0.021800220012664795,0.02266581129768741,0.02292662943708288
2005-08-12,0.9297505021095276,0.9425750393050082,0.90410278793676,0.907308422155412,19246940,61.196649826986885,67.11407549197462,51.92946436600923,60.19464997422506,22.90359551635038,39.02934568931084,0.028067129223146914,-0.002449697155862074,0.030516826379008988,0.028067129223146914,0.030516826379008988,-0.002449697155862074,5.072434969248785,0.05072434969248785,0.04488426446914673,35.4531960007852,39.73594082690157,2.14277067784798,-0.7673169797825263,2.9100876576305064,12228.883561146738,13588.230602445119,8.088322943589379,28.57066866105587,23.463098284513787,41.78891737441627,35.16884207377696,19.42759230339044,42.73061493101506,0,1,28.83201064311558,1.013408321034312,0.9195395393669995,0.4410644479475193,0.8572447513768554,-1,0.000384732689932521,0.02508343218639771,2.9125164130514674,0.9209250238970734,0.9439856290817261,0.9670462342663788,4.885795815998849,0.1913540026765581,0.8720424209161747,0.9329572980208589,0.9938721751255432,3.3927405763228817,28.736326033641987,25.921792538874715,0.019235825389530947,0.020208668749080977,1,1,0.03847225136824839,0.08720448866026353,0.9460802478619845,0.9709088742428027,0.9212516214811663,0.024828626380818217,44.787582610319525,0.8603350392525961,0.9125069414605601,0.9646788436685241,471036601.0,310539068.298651,-1677694.5244711041,3350.871065158979,737891244.706916,0.2154492987418255,0.9344315826892853,0.9314137465982194,0.9397186593575911,0.9457463872848759,0.9417526381857628,0.9310449110509048,0.9236128943917429,0.9373769080918306,0.9374096228016747,0.957176159109388,0.9628892501631936,0.9394998601935116,0.9452020981697121,0.9300217316931583,0.8884561931326673,0.0423704091882963,0.0017952515747836633,0.03526636362075807,0.8896754384040833,0.8896754384040833,-0.010914756861099773,-0.010974759831108183,0.032060205936431996,0.03333317633941335,0.033901389268191126
2005-08-15,0.9361628890037536,0.956040392439374,0.932956615510433,0.9400102251649844,2995852,62.89668575916559,64.46436241320433,51.92946436600922,53.97631483937081,19.19213176840235,27.186133721855544,0.026634862829290396,-0.003105570839774873,0.02974043366906527,0.026634862829290396,0.02974043366906527,-0.003105570839774873,5.79710799003501,0.057971079900350095,0.05129665136337269,33.93203811514421,38.90681186807909,2.1115252029811695,-0.6388499637194696,2.750375166700639,12058.089455040372,13263.249525716785,8.90265366762132,35.71384641355723,29.30710397177339,41.220873677202505,36.36629053218701,17.97814219181301,41.67645833615202,0,1,33.83630561342354,1.0975571607468775,0.8348949203193563,0.44106429205364894,0.8572447513768554,-1,-0.0009618271869223927,0.025169607768072616,2.8813258396165002,0.9239795310727382,0.9388560652732849,0.9537325994738316,3.169076656327801,0.40948240251306683,0.8720424209161747,0.9329572980208589,0.9938721751255432,3.181309577607987,27.21258036554487,26.00450688526665,0.02885382757367294,0.021032017208565925,1,1,0.02628989032984641,0.05257994075210892,0.9420620513753359,0.9669880953527561,0.9171360073979158,0.024926043977420098,52.383669207156416,0.8625491410708308,0.9147598888456261,0.9669706366204214,474032453.0,308375447.6000607,-1634039.9579595327,5616.54121325636,739957450.8620354,0.22186168563605146,0.9395612478256226,0.9322772270355892,0.9400334423238581,0.9447104170461563,0.9398887081391725,0.931537667041098,0.9364350715336567,0.9402285297746982,0.9414884315596687,0.9562967947551182,0.9613108995196583,0.9359784710294935,0.9373171503495689,0.930328789558688,0.8895030080433178,0.041010563372096166,0.0016818663080967159,0.03434729973475139,0.8973695635795593,0.8973695635795593,0.006896889950235963,0.006873215197186541,0.025647819042206033,0.02666618163808221,0.027028174071004663
2005-08-16,0.9425752758979796,0.9624527894563004,0.9361633657485624,0.9457809109212684,17541754,64.56840839364324,62.54260674076999,52.631205327218964,52.16337801974581,15.710681550774211,19.268802945175647,0.025720715032739316,-0.003215774909060762,0.028936489941800078,0.025720715032739316,0.028936489941800078,-0.003215774909060762,1.3793779900471876,0.013793779900471877,0.012824773788452037,33.14118548480421,38.08315095618268,2.238067656279738,-0.409846008336721,2.647913664616459,11664.192024940021,12958.591263333257,9.846827400218507,65.93399650270077,43.40617052577128,40.85789913454946,35.475679256019134,16.641082731185904,40.805268112810765,1,0,36.13923008005991,1.0848336233287683,0.8231021899689444,0.42175409440844297,0.8572447513768554,-1,-0.004616621536203269,0.025249628674106493,2.852048376393655,0.9282568972514339,0.9369324088096619,0.9456079203678899,1.851896994202582,0.825218118288711,0.8720424209161747,0.9329572980208589,0.9938721751255432,2.8717724928324526,24.84961708887073,25.840235555498516,0.006412397016926419,0.019639672428409784,1,0,0.026289900452546866,0.05899123430970299,0.9388987450423713,0.9639157127847998,0.9138817772999427,0.02501696774242855,58.403945923085246,0.865163077634836,0.9174089733268026,0.9696548690187692,491574207.0,299390454.0495547,-4326493.768823981,20883.39439012514,751972936.0700681,0.22827407253027754,0.9408437252044678,0.9341495995560238,0.940581447427923,0.9458541507177526,0.9413129570993526,0.9317962826705783,0.942274222852657,0.9425051208101616,0.9428955763578415,0.9551427347319467,0.9593098975799895,0.9383437786227138,0.9344362496727644,0.9309411138756525,0.8905389606891262,0.03946771668719996,0.0015577006605010822,0.03314326418770684,0.906987875699997,0.906987875699997,0.00684964867711213,0.006826296409517562,0.01923543214797996,0.019999186936750957,0.020201877661487053
2005-08-17,0.9842535257339478,0.9842535257339478,0.9489869128580182,0.952193186790808,15553939,73.06348595934008,63.91260409301894,67.54355137878501,57.368073690671075,38.80852194329743,24.570445087491333,0.0280361494806729,-0.0007202723689017435,0.028756421849574644,0.0280361494806729,0.028756421849574644,-0.0007202723689017435,5.716238686327499,0.057162386863274996,0.05322009325027455,35.298877026295486,37.68539753762737,2.7280303701110102,0.06409336439564095,2.6639370057153693,11644.227532106837,12707.936923020092,11.37190247857969,99.99999999999999,67.21594763875265,41.03644698519928,37.37204310262927,14.766177923218237,40.12828192084441,1,0,43.35756904364685,1.093643231535916,0.7658851247263699,0.36332377762678,0.8599505527070914,1,6.416131131882219e-05,0.026423101614239466,2.9317083145635716,0.9078699497692113,0.9465505361557007,0.9852311225421901,8.172957472209754,0.9873632111148158,0.8720424209161747,0.9329572980208589,0.9938721751255432,2.5197621376067567,29.02050615702888,25.762867032595985,0.021800736277647337,0.019845488033099077,1,1,0.04167824983596813,0.04809079770154823,0.9444559176933932,0.9705836375753911,0.9183281978113953,0.026127719881997857,63.86036204499212,0.8685663108183765,0.9237751211751022,0.9789839315318278,507128146.0,314944393.0495546,-85653.93973910809,110508.76027373702,820748446.3292162,0.26995232236624567,0.9461657345294953,0.9432594043156464,0.948474138433283,0.9602893318876611,0.9609309359901131,0.9370232279476247,0.947644260304261,0.9452965297893021,0.9433230724599627,0.963423490524292,0.9677724478008982,0.9547351940430568,0.9459857755237154,0.9336067344685671,0.8916156550336122,0.039029920879815,0.0015233347238846188,0.03271582365036011,0.9198122024536134,0.9198122024536134,0.044217423161520664,0.04326772751065649,0.0,0.0,0.0
2005-08-18,0.9906652569770812,1.0131073284002563,0.9618104793232456,0.9618104793232456,6519277,74.09257158873476,66.73096347617941,78.0301365377755,66.0682977479265,60.68701136332968,38.40207161913378,0.030042213156076802,0.0010286330452017253,0.029013580110875077,0.030042213156076802,0.029013580110875077,0.0010286330452017253,6.551731322472322,0.06551731322472322,0.0609147548675536,37.35082166377929,37.637600984220505,2.797677122307089,0.10699209327337567,2.6906850290337134,11688.332828167118,12469.32044407841,12.91189434378714,79.41180126281934,81.78193258850669,41.763626117879866,39.82472586057144,12.847576530375363,39.67343700429038,1,0,51.21695484272746,1.12367701190026,0.7028658204638509,0.32287687159568496,0.8615116290832863,1,0.003911465364117306,0.028199797861580285,3.2147720712172436,0.905609854416634,0.956681489944458,1.007753125472282,10.676831539991241,0.8327068604852952,0.8720424209161747,0.9425748746582154,1.0131073284002563,2.1098163924010125,29.035449342969475,25.903401004581795,0.028853802666308548,0.020703422760071408,1,1,0.05129684907701093,0.09618196691088798,0.9550571124289464,0.9828627742572785,0.9272514506006143,0.027805661828332065,68.55311235006299,0.8704239534854892,0.9301456102991001,0.9898672671127111,513647423.0,315759378.9402969,1916335.495553553,100693.20195228048,824995304.5756595,0.29880710002008126,0.9522572100162506,0.951878650254089,0.9565649606964804,0.9728643376717361,0.9766258172656235,0.943255829496548,0.9498415834235381,0.9490751113329878,0.9450864013698367,0.9705133404050554,0.9747904172310462,0.9723433427342528,0.9648520895326982,0.9621359957228242,0.9092457402059152,0.037564492717001303,0.001411091113085644,0.03174400356080796,0.9294299483299255,0.9294299483299255,0.006514308636438315,0.0064931822275966925,0.0,0.0,0.0
2005-08-19,0.9932299256324768,1.002207122425438,0.9541166255809816,0.9938715483236606,30231734,74.51202724383151,69.76677893517413,86.38759035418131,77.32042609024728,81.33736470965854,60.27763267209522,0.03147614301494528,0.001970050323256159,0.02950609269168912,0.03147614301494528,0.02950609269168912,0.001970050323256159,4.662120572614412,0.04662120572614412,0.044242918491363636,39.105802100965526,37.84734400089837,2.886405608817127,0.15657646382673063,2.729829144990396,11654.335400730555,12228.500576302145,14.355013422444992,75.19996759716493,84.87058961999475,42.02498222580536,35.206334544375665,13.213005680696174,39.86466729923994,1,0,45.422611628836705,1.1044541250468018,0.7493030956291925,0.36831164618260354,0.863639595852191,1,0.0032061042537147254,0.029620562074642885,3.424518804956443,0.9198599227947893,0.9693773746490478,1.0188948265033064,10.21634157124531,0.7408499437090641,0.8720424209161747,0.9425748746582154,1.0131073284002563,1.5979515603332524,27.614208740702335,26.176842585554844,0.010900205974818222,0.01976978306623777,1,1,0.048090496844456654,0.09874566234430937,0.9665988020481198,0.9957567862108602,0.9374408178853794,0.029157984162740375,72.28990808694624,0.8729596657195914,0.9361536403308502,0.9993476149421091,543879157.0,334704216.6377587,8589021.759588063,97384.7989002487,832821800.9670488,0.3379204000715764,0.9566815018653869,0.9593970639592504,0.9640145453539761,0.9827186012415483,0.9877073253439888,0.9475772482672047,0.9457925695800523,0.953861755326725,0.9480786853366427,0.9752398473875863,0.9790532693758116,0.9865167281027887,0.9843588930187804,0.9636906922183067,0.9106068640062249,0.03591267165083854,0.0012897199851009426,0.030465859837002222,0.9297505021095276,0.9297505021095276,0.002588834762633496,0.0025854895022264937,0.0,0.0,0.0
